name,ocpc,url,image_url,seed_company_name,seed_company_ocpc,genetics,genetics_cross_ocpc,l
Afropips Durban Poison,DX6UEEW6RZ000000000000000,https://www.cannabisreports.com/strain-reports/afropips-seeds/afropips-durban-poison,https://www.cannabisreports.com/images/strains/no_image.png,Afropips Seeds,DX6UE00000000000000000000,Durban Poison,4PWKMLXKUX000000000000000,22
Girl Scout Cookies BX1,YFTYMZWXK4000000000000000,https://www.cannabisreports.com/strain-reports/riot-seeds/girl-scout-cookies-bx1,https://www.cannabisreports.com/images/strains/no_image.png,Riot Seeds,YFTYM00000000000000000000,Girl Scout Cookies x ( Girl Scout Cookies x D-DNL ),4KXM32V9YF000000000000000 x ( 4KXM32V9YF000000000000000 x QTDQHJN3GT000000000000000 ),22
Velvet Rush X NL5/Haze,L6YQWXYFLA000000000000000,https://www.cannabisreports.com/strain-reports/swami-seeds/velvet-rush-x-nl5haze,https://www.cannabisreports.com/images/strains/no_image.png,Swami Seeds,L6YQW00000000000000000000,Velvet Rush x Northern Lights #5 x Haze ???,W74AFJENXL000000000000000 x L2NZKCVA33000000000000000 ???,22
Riot's Blackberry Kush,YFTYM2KP3T000000000000000,https://www.cannabisreports.com/strain-reports/riot-seeds/riots-blackberry-kush,https://www.cannabisreports.com/images/strains/no_image.png,Riot Seeds,YFTYM00000000000000000000,Black Fire OG Kush x Blood Rose,YFTYMNVPJZ000000000000000 x YFTYMNUE9M000000000000000,22
Heavenly (Master Thai),JN6GMGEWU9000000000000000,https://www.cannabisreports.com/strain-reports/master-thai/heavenly-master-thai,https://www.cannabisreports.com/images/strains/0/full_0732cdf2d41ee6bcdfe1463252aa5da795a7e149.jpg,Master Thai,JN6GM00000000000000000000,Space Queen,3CV7EGZYAP000000000000000,22
Sour Strawberry Diesel,6KGN2U64E9000000000000000,https://www.cannabisreports.com/strain-reports/mtg-seeds/sour-strawberry-diesel,https://www.cannabisreports.com/images/strains/1/full_124ebafa8278799e5b303406d511ba4eb3e8a3b2.jpg,MTG Seeds,6KGN200000000000000000000,Sour Strawberry Kush x Turbo Diesel,3F64FH6FML000000000000000 x 6KGN2ZTFMU000000000000000,22
Grape Ape x Sensi Star,ZT9A4LQE7R000000000000000,https://www.cannabisreports.com/strain-reports/hermetic-genetics/grape-ape-x-sensi-star,https://www.cannabisreports.com/images/strains/no_image.png,Hermetic Genetics,ZT9A400000000000000000000,Grape Ape x Sensi Star,G3YM7VLRW7000000000000000 x WN69KZZAZP000000000000000,22
Old Mountain Man Purps,9XVU7QVDW4000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/old-mountain-man-purps,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,22
C99 F4 Pineapple Pheno,QHK9GF6JFW000000000000000,https://www.cannabisreports.com/strain-reports/frost-brothers/c99-f4-pineapple-pheno,https://www.cannabisreports.com/images/strains/f/full_f7e2776cbcf59b2aadaa10434a0965884a1293b6.jpg,Frost Brothers,QHK9G00000000000000000000,Cinderella 99 (C99),HZU7PPY4L4000000000000000,22
Northern Lights Cheese,9XVU72JQXF000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/northern-lights-cheese,https://www.cannabisreports.com/images/strains/6/full_678d37cec479cf13ec7a8519cc5b3afa43315b74.jpg,Unknown Breeder,9XVU700000000000000000000,Northern Lights / Cheese,2NGAWWTJNV000000000000000 / 9XVU7XQALK000000000000000,22
Big Foot (Sweet Seeds),FTYEUCDH9U000000000000000,https://www.cannabisreports.com/strain-reports/sweet-seeds/big-foot-sweet-seeds,https://www.cannabisreports.com/images/strains/no_image.png,Sweet Seeds,FTYEU00000000000000000000,,,22
WB OG (Weed Bros. Cut),9XVU7UNPNR000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/wb-og-weed-bros-cut,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Cherry Pie (Cherry Kush) x Uncirculated OG x Uncirculated OG,9XVU7ZCENQ000000000000000 x 9XVU7QHN94000000000000000 x 9XVU7QHN94000000000000000,22
Orange Pineapple Blast,DHAP9VHUCV000000000000000,https://www.cannabisreports.com/strain-reports/golden-state-genetics/orange-pineapple-blast,https://www.cannabisreports.com/images/strains/no_image.png,Golden State Genetics,DHAP900000000000000000000,Tangie x Pineapple Thai,TTUYNYGWNA000000000000000 x 9XVU7JDCMZ000000000000000,22
Silverback Loco Motive,FG7LYUX9E6000000000000000,https://www.cannabisreports.com/strain-reports/quantitative-genetics/silverback-loco-motive,https://www.cannabisreports.com/images/strains/1/full_17dda56ee62a7b5adf31a7086e0d1ad599cfaaea.jpg,Quantitative Genetics,FG7LY00000000000000000000,Blackened Ape Train / Mendo Express,FG7LYQFUXM000000000000000 / PGYQXL6VDY000000000000000,22
Loganberry Whistlestop,FG7LYELRDT000000000000000,https://www.cannabisreports.com/strain-reports/quantitative-genetics/loganberry-whistlestop,https://www.cannabisreports.com/images/strains/1/full_10166a7d27d21d11209c83cecd3e5561b4a8e9ed.jpg,Quantitative Genetics,FG7LY00000000000000000000,Black Bubba G.I. / Mendo Express,FG7LYEV3HK000000000000000 / PGYQXL6VDY000000000000000,22
Polynesian Cookie Haze,NRJKFTEWYM000000000000000,https://www.cannabisreports.com/strain-reports/archive-seed-bank/polynesian-cookie-haze,https://www.cannabisreports.com/images/strains/no_image.png,Archive Seed Bank,NRJKF00000000000000000000,,,22
Bomb Threat Bubba Kush,9XVU764RGQ000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/bomb-threat-bubba-kush,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Bubba Kush,9XVU7FNJZR000000000000000,22
Tangie Banana Surprise,9XVU74V46T000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/tangie-banana-surprise,https://www.cannabisreports.com/images/strains/8/full_856baa59e1e8c587f037c3cc0b03be36dc07e933.jpg,Unknown Breeder,9XVU700000000000000000000,Tangie / ( Cherry Pie (Cherry Kush) x Banana Kush ),TTUYNYGWNA000000000000000 / ( 9XVU7ZCENQ000000000000000 x GM6NY3UFQD000000000000000 ),22
Hazeified (Space Haze),YFTYMD4ELL000000000000000,https://www.cannabisreports.com/strain-reports/riot-seeds/hazeified-space-haze,https://www.cannabisreports.com/images/strains/8/full_8a3e6656d7be1ef45a2710a5ee6c94ac16b6fe39.jpg,Riot Seeds,YFTYM00000000000000000000,Amnesia Kush x Critical Haze,9XVU7AQJHD000000000000000 x RYWMV9CQQ7000000000000000,22
Blue Chocolate OG Kush,YFTYM76P3K000000000000000,https://www.cannabisreports.com/strain-reports/riot-seeds/blue-chocolate-og-kush,https://www.cannabisreports.com/images/strains/6/full_63e0b1d41842b8f0bac46263ea085eac0e3d8bb7.jpg,Riot Seeds,YFTYM00000000000000000000,Chocolate Rain x Riot's OG Kush,QCEVWAP9ZM000000000000000 x YFTYMKRC66000000000000000,22
Fugu Kush (Riot Seeds),YFTYMXG9E7000000000000000,https://www.cannabisreports.com/strain-reports/riot-seeds/fugu-kush-riot-seeds,https://www.cannabisreports.com/images/strains/f/full_febe7fe1477ff8fbab00d5b9665068e87433ed7d.jpg,Riot Seeds,YFTYM00000000000000000000,Fugu Kush x Fugu Kush,HA3F44CZCT000000000000000 x HA3F44CZCT000000000000000,22
AC/DC Maui Bubble Gift,9XVU77TRKF000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/acdc-maui-bubble-gift,https://www.cannabisreports.com/images/strains/6/full_6518e3e847a8b40b6131de98be1354ab08f3596a.jpg,Unknown Breeder,9XVU700000000000000000000,ACDC (AC/DC) x Maui Bubble Gift,9XVU7XPL4J000000000000000 x 9XVU7U7TY7000000000000000,22
Lambsbread Sour Diesel,9XVU7L6WXH000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/lambsbread-sour-diesel,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Jamaican Lambsbread x Sour Diesel,WECJXTFZP7000000000000000 x 9XVU7KVPFZ000000000000000,22
Amnesia Kush (Dinafem),47TGHA4KMY000000000000000,https://www.cannabisreports.com/strain-reports/dinafem-seeds/amnesia-kush-dinafem,https://www.cannabisreports.com/images/strains/e/full_ee2ba8143f487c4b9d2ca18e85c76d9c9e13efac.jpg,Dinafem Seeds,47TGH00000000000000000000,Amnesia Haze x OG Kush,L2NZKJADGX000000000000000 x 9XVU7GD2AP000000000000000,22
Great Balls of Fire OG,9XVU7HCMYX000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/great-balls-of-fire-og,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Fire OG x Purple Monkey Balls,HNLDXN2TDH000000000000000 x 9XVU7ND6LC000000000000000,22
Sharon Stone Chem King,HFKEWFHKN3000000000000000,https://www.cannabisreports.com/strain-reports/gage-green-group/sharon-stone-chem-king,https://www.cannabisreports.com/images/strains/no_image.png,Gage Green Group,HFKEW00000000000000000000,Daybreaker x Mendo Purps,HFKEWAHTYZ000000000000000 x 9XVU7LXP9U000000000000000,22
Fire OG x In The Pines,9XVU7YUYK7000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/fire-og-x-in-the-pines,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Fire OG x In the Pines,HNLDXN2TDH000000000000000 x KWZ9MJMLRQ000000000000000,22
Chunky Cherry Malaw F1,3Q67MTZ6KR000000000000000,https://www.cannabisreports.com/strain-reports/greenman-organics/chunky-cherry-malaw-f1,https://www.cannabisreports.com/images/strains/no_image.png,GreenMan Organics,3Q67M00000000000000000000,Cherry Malawi x Deep Chunk,WKARF7CHWD000000000000000 x KJKZAUENJ4000000000000000,22
Super Silver Squeak F1,3Q67MFGV6K000000000000000,https://www.cannabisreports.com/strain-reports/greenman-organics/super-silver-squeak-f1,https://www.cannabisreports.com/images/strains/no_image.png,GreenMan Organics,3Q67M00000000000000000000,Super Silver Haze (SSH) x Bubble 'n' Squeak 1,K3TYM2T4TT000000000000000 x 9XVU72PWEQ000000000000000,22
Super Lemon Haze x GDP,9XVU7LHGUF000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/super-lemon-haze-x-gdp,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Super Lemon Haze x Granddaddy Purple (GDP),K3TYMTKC9M000000000000000 x 9XVU7HA9KV000000000000000,22
VK1 (Voodoo Kookie #1),TDVYN3TL6P000000000000000,https://www.cannabisreports.com/strain-reports/farmer-12/vk1-voodoo-kookie-1,https://www.cannabisreports.com/images/strains/no_image.png,Farmer 12,TDVYN00000000000000000000,OG Kush / Girl Scout Cookies,9XVU7GD2AP000000000000000 / 4KXM32V9YF000000000000000,22
Super Sliver Malawi F1,3Q67MY9GPK000000000000000,https://www.cannabisreports.com/strain-reports/greenman-organics/super-sliver-malawi-f1,https://www.cannabisreports.com/images/strains/no_image.png,GreenMan Organics,3Q67M00000000000000000000,Super Silver Haze (SSH) x Cherry Malawi,K3TYM2T4TT000000000000000 x WKARF7CHWD000000000000000,22
Colombian Thunder Fuck,F4KF7DTFQJ000000000000000,https://www.cannabisreports.com/strain-reports/norstar-genetics/colombian-thunder-fuck,https://www.cannabisreports.com/images/strains/7/full_71a98cb0258cdd69a2e67c79048836e6e9ab0ef0.jpg,NorStar Genetics,F4KF700000000000000000000,Alaskan Matanuska Thunderfuck x Santa Marta Colombian Gold,9XVU7NHYQT000000000000000 x 9XVU7UC9A2000000000000000,22
Long-Valley Royal Kush,KWZ9MMY9YA000000000000000,https://www.cannabisreports.com/strain-reports/aficionado-seeds/long-valley-royal-kush,https://www.cannabisreports.com/images/strains/7/full_7407e82ffcabc2e0215f0b65309b69acaca774d4.jpg,Aficionado Seeds,KWZ9M00000000000000000000,Garberville / Sour Diesel / Highland Afghani,9XVU73RQX3000000000000000 / 9XVU7KVPFZ000000000000000 / HJKDDXHD7E000000000000000,22
OG x Super Sour Diesel,9XVU7MZHG2000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/og-x-super-sour-diesel,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,OG Kush x Super Sour Diesel,9XVU7GD2AP000000000000000 x 9XVU74WETK000000000000000,22
Alien Orange Reclookie,Y9LNT3KYW9000000000000000,https://www.cannabisreports.com/strain-reports/terraform-genetics/alien-orange-reclookie,https://www.cannabisreports.com/images/strains/no_image.png,Terraform Genetics,Y9LNT00000000000000000000,Alien Orange Cookies x ???,FTE4WNGUCY000000000000000 x ???,22
CBD Girl Scout Cookies,KGQGEZDL7W000000000000000,https://www.cannabisreports.com/strain-reports/cbd-crew/cbd-girl-scout-cookies,https://www.cannabisreports.com/images/strains/c/full_c799ff6c115e19532a40fe4bcace187a412aaa64.jpg,CBD Crew,KGQGE00000000000000000000,Girl Scout Cookies x Quimiotipo CBD,4KXM32V9YF000000000000000 x KGQGEK64DL000000000000000,22
Orange Dot (Franchise),FTE4W7KTCP000000000000000,https://www.cannabisreports.com/strain-reports/franchise-genetics/orange-dot-franchise,https://www.cannabisreports.com/images/strains/no_image.png,Franchise Genetics,FTE4W00000000000000000000,OJ x Blue Dot (MGB - Medical Grade Bud),279PF76EVG000000000000000 x 9XVU7MTMQ9000000000000000,22
Strawberry Spider Bite,FTE4W33MGW000000000000000,https://www.cannabisreports.com/strain-reports/franchise-genetics/strawberry-spider-bite,https://www.cannabisreports.com/images/strains/e/full_ec2534a695880ed50176b3085e67cfc79dd83bea.jpg,Franchise Genetics,FTE4W00000000000000000000,,,22
Frosted Cherry Cookies,7QL7663RP4000000000000000,https://www.cannabisreports.com/strain-reports/relentless-genetics/frosted-cherry-cookies,https://www.cannabisreports.com/images/strains/no_image.png,Relentless Genetics,7QL7600000000000000000000,Cherry Cookie x The White,7QL76MGMDA000000000000000 x MQG4JYJX6W000000000000000,22
Mother's Little Helper,9XVU7P3TZ4000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/mothers-little-helper,https://www.cannabisreports.com/images/strains/f/full_fb81e019b6b29dea339f27ca724909a57bbb6b44.jpg,Unknown Breeder,9XVU700000000000000000000,Chocolope (D-line) x Northern Lights #5,TTUYNY6FVQ000000000000000 x VUJCJ4MPQ2000000000000000,22
Blue Dream x Banana OG,9XVU72C474000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/blue-dream-x-banana-og,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Blue Dream x Banana OG,9XVU7PTG2P000000000000000 x 9XVU7HJPTG000000000000000,22
StarDawg OG x Tahoe OG,9XVU7K3PAA000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/stardawg-og-x-tahoe-og,https://www.cannabisreports.com/images/strains/6/full_628249b4b873c6b128bc1ce926d90ce40f96691d.jpg,Unknown Breeder,9XVU700000000000000000000,StarDawg ??? x Tahoe OG Kush,QTDQHZMTNL000000000000000 ??? x QLG39GC7HK000000000000000,22
Northern Lights #5 BX1,JX73GL24JC000000000000000,https://www.cannabisreports.com/strain-reports/redeyed-genetics/northern-lights-5-bx1,https://www.cannabisreports.com/images/strains/0/full_0cc52d3f43c0298a39334e48fba91c14210a239e.jpg,RedEyed Genetics,JX73G00000000000000000000,Northern Lights #5 x Mt. Rainier,VUJCJ4MPQ2000000000000000 x JX73GCTPV9000000000000000,22
Lake of Fire (Plateau),JX73GY4HPF000000000000000,https://www.cannabisreports.com/strain-reports/redeyed-genetics/lake-of-fire-plateau,https://www.cannabisreports.com/images/strains/no_image.png,RedEyed Genetics,JX73G00000000000000000000,Gorilla Glue #4 x Kobain Kush,9XVU7AQXVU000000000000000 x JX73G9774Q000000000000000,22
De Grape Trainwreck #5,TQDYFXEA2M000000000000000,https://www.cannabisreports.com/strain-reports/bean-boyz-genetics/de-grape-trainwreck-5,https://www.cannabisreports.com/images/strains/no_image.png,Bean Boyz Genetics,TQDYF00000000000000000000,Purple Wreck x Chem Valley Kush,4PNYLPPQVA000000000000000 x QLG39VJ7F7000000000000000,22
Cherry Northern Lights,9XVU74JM9T000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/cherry-northern-lights,https://www.cannabisreports.com/images/strains/b/full_bf5d8abe976ee80a8886eef4bcbe5fa9942ec70d.jpg,Unknown Breeder,9XVU700000000000000000000,Cherry Afghan x Northern Lights,9XVU7HPN6T000000000000000 x 2NGAWWTJNV000000000000000,22
Strawberries and Cream,4GN3QUT34A000000000000000,https://www.cannabisreports.com/strain-reports/connoisseur-genetics/strawberries-and-cream,https://www.cannabisreports.com/images/strains/a/full_aa908ac60170774e977f5c90d96ceab19ae95ce0.jpg,Connoisseur Genetics,4GN3Q00000000000000000000,Strawberry Cough x The White,9XVU7C74RT000000000000000 x MQG4JYJX6W000000000000000,22
Killer Super Blueberry,F7D2R4G6P9000000000000000,https://www.cannabisreports.com/strain-reports/dutchbreed/killer-super-blueberry,https://www.cannabisreports.com/images/strains/no_image.png,Dutchbreed,F7D2R00000000000000000000,( Blueberry x Super Skunk ) x KillerSkunk,( W74AFGH22Z000000000000000 x 2NGAWPEK4A000000000000000 ) x QHTZ7JRE64000000000000000,22
Hazy Daze (Dutchbreed),F7D2RC6GZ7000000000000000,https://www.cannabisreports.com/strain-reports/dutchbreed/hazy-daze-dutchbreed,https://www.cannabisreports.com/images/strains/no_image.png,Dutchbreed,F7D2R00000000000000000000,,,22
Cherry Bomb V2 (SoCal),FRPCTA4Q9R000000000000000,https://www.cannabisreports.com/strain-reports/socal-seed-co/cherry-bomb-v2-socal,https://www.cannabisreports.com/images/strains/no_image.png,SoCal Seed Co.,FRPCT00000000000000000000,Cherry Pie (Cherry Kush) x Chemdog D Kush,9XVU7ZCENQ000000000000000 x VUDHTJKRC6000000000000000,22
Blueberry x Sour Grape,9XVU7P9VVM000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/blueberry-x-sour-grape,https://www.cannabisreports.com/images/extracts/e/full_e2f3f1717af4bb1411e33ea95ca5e7a7699cda72.jpg,Unknown Breeder,9XVU700000000000000000000,Blueberry x Sour Grapes ???,W74AFGH22Z000000000000000 x G3YM7NTPR7000000000000000 ???,22
Jauja (Dreams & Honey),JZRZV2DK3Q000000000000000,https://www.cannabisreports.com/strain-reports/delicatessen/jauja,https://www.cannabisreports.com/images/strains/0/full_012295a8fc1c495b6129e483072223e3cea2120a.jpg,Delicatessen,JZRZV00000000000000000000,Congo #3 x Congo (Bangi),JCEP2YMPRK000000000000000 x JCEP2CQD2H000000000000000,22
Chocolope / Blue Dream,9XVU7R62KE000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/chocolope-blue-dream,https://www.cannabisreports.com/images/extracts/b/full_b208139ca79537b5947e184b1afe31e1f1992e42.jpg,Unknown Breeder,9XVU700000000000000000000,Chocolope (D-line) / Blue Dream,TTUYNY6FVQ000000000000000 / 9XVU7PTG2P000000000000000,22
Blue Dream x Pineapple,9XVU7LNG3R000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/blue-dream-x-pineapple,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Blue Dream x Pineapple,9XVU7PTG2P000000000000000 x 9XVU7FDY42000000000000000,22
